delivery_id,driver_id,delivery_distance_meters,delivery_status
69448756,10200,1863,DELIVERED
69447413,24326,2282,DELIVERED
69445326,17035,3347,DELIVERED
69448755,5269,2844,DELIVERED
69450583,13453,5817,DELIVERED
69448194,20495,3237,DELIVERED
69447938,15061,2942,DELIVERED
69448938,16195,3766,DELIVERED
69441249,20973,944,DELIVERED
69450599,2354,2483,DELIVERED
69448615,4979,1087,DELIVERED
69444970,16939,2465,DELIVERED
69443013,8838,1714,DELIVERED
69446453,8182,3981,DELIVERED
69448753,16430,987,DELIVERED
69448859,8434,2546,DELIVERED
69452492,7258,1180,DELIVERED
69450371,6790,1168,DELIVERED
69443582,22354,5148,DELIVERED
69449127,5037,1960,DELIVERED
69449889,20121,85,DELIVERED
69450461,8434,3614,DELIVERED
69450264,7108,1549,DELIVERED
69450794,15279,1046,DELIVERED
69446976,22345,532,DELIVERED
69446024,9182,729,DELIVERED
69449430,2091,3346,DELIVERED
69451310,16430,1304,DELIVERED
69454257,25158,1732,DELIVERED
69447662,511,674,DELIVERED
69451242,5628,273,DELIVERED
69449815,8302,1526,DELIVERED
69450850,26075,2417,DELIVERED
69454342,1032,1362,DELIVERED
69449436,7108,189,DELIVERED
69452067,10978,753,DELIVERED
69451582,32087,246,DELIVERED
69450629,29626,439,DELIVERED
69454733,5394,4832,DELIVERED
69448126,22345,2652,DELIVERED
69451049,7271,1431,DELIVERED
69449407,217,1053,DELIVERED
69452264,26467,2845,DELIVERED
69451171,9693,742,DELIVERED
69452887,24571,4249,DELIVERED
69446867,26274,3102,DELIVERED
69446911,13094,2709,DELIVERED
69450767,27798,1605,DELIVERED
69446176,25409,4654,DELIVERED
69448507,731,2382,DELIVERED
69450233,13356,218,DELIVERED
69450293,358,1081,DELIVERED
69455237,8009,390,DELIVERED
69447661,10066,330,DELIVERED
69452671,8940,1501,DELIVERED
69453965,26481,1131,DELIVERED
69454677,23792,1686,DELIVERED
69452902,23792,1096,DELIVERED
69457754,10927,2970,DELIVERED
69452165,12148,2222,DELIVERED
69450425,28110,3729,DELIVERED
69448693,975,1503,DELIVERED
69459102,,2322,CANCELLED
69454144,12132,647,DELIVERED
69450458,4468,4877,DELIVERED
69457889,26805,2181,DELIVERED
69458704,410,935,DELIVERED
69450218,29150,4133,DELIVERED
69448870,217,3362,DELIVERED
69458398,,6901765,CANCELLED
69449254,31115,1841,DELIVERED
69451438,21154,294,DELIVERED
69454704,19584,568,DELIVERED
69452163,17749,2788,DELIVERED
69456554,2061,503,DELIVERED
69450830,7615,543,DELIVERED
69451178,24130,6315,DELIVERED
69451444,5607,1836,DELIVERED
69456517,5171,1666,DELIVERED
69450831,4694,2860,DELIVERED
69450951,14316,650,DELIVERED
69451927,3358,1913,DELIVERED
69457807,6144,2803,DELIVERED
69448277,28880,1420,DELIVERED
69455147,23679,961,DELIVERED
69454964,26713,785,DELIVERED
69451734,25409,1192,DELIVERED
69456238,4586,2135,DELIVERED
69452031,30854,1123,DELIVERED
69451877,464,2758,DELIVERED
69454087,11753,2640,DELIVERED
69454621,4737,2331,DELIVERED
69454847,24478,1013,DELIVERED
69456484,976,892,DELIVERED
69455026,24478,1768,DELIVERED
69457097,17660,651,DELIVERED
69458403,24584,6470,DELIVERED
69459034,22423,3572,DELIVERED
69458795,23603,347,DELIVERED
69450424,6131,1965,DELIVERED
69459432,23603,359,DELIVERED
69458315,9043,5496,DELIVERED
69454351,5274,4608,DELIVERED
69457846,11887,237,DELIVERED
69458948,15957,1735,DELIVERED
69454803,29638,3740,DELIVERED
69450367,410,743,DELIVERED
69454346,10799,324,DELIVERED
69458578,26319,4244,DELIVERED
69460864,18715,1367,DELIVERED
69454620,26507,565,DELIVERED
69457291,26666,1244,DELIVERED
69456485,27050,1390,DELIVERED
69457036,24963,5962,DELIVERED
69460301,10614,2925,DELIVERED
69398848,,7588,DELIVERED
69453908,3545,383,DELIVERED
69457239,13863,205,DELIVERED
69458731,18856,812,DELIVERED
69459791,11907,1112,DELIVERED
69458547,7739,4637,DELIVERED
69457051,16739,5792,DELIVERED
69458761,800,1662,DELIVERED
69458114,7799,2132,DELIVERED
69458510,13356,257,DELIVERED
69456999,596,4286,DELIVERED
69458105,8456,2356,DELIVERED
69457487,23558,574,DELIVERED
69458771,13322,1991,DELIVERED
69457464,14136,1997,DELIVERED
69459435,26332,1693,DELIVERED
69454553,1482,3974,DELIVERED
69457841,28173,4984,DELIVERED
69458261,10200,3484,DELIVERED
69460039,31126,2509,DELIVERED
69459265,24088,657,DELIVERED
69462655,17322,2565,DELIVERED
69457927,6742,789,DELIVERED
69459101,26278,4708,DELIVERED
69459869,29077,1828,DELIVERED
69458749,1943,632,DELIVERED
69458714,26278,3033,DELIVERED
69454033,17035,1378,DELIVERED
69457501,26511,2111,DELIVERED
69460854,5226,1099,DELIVERED
69459156,23777,3780,DELIVERED
69456589,366,2069,DELIVERED
69461281,9944,1268,DELIVERED
69461703,2905,1570,DELIVERED
69459952,7235,189,DELIVERED
69457035,6878,957,DELIVERED
69456590,20973,1659,DELIVERED
69459394,1032,2008,DELIVERED
69459158,31254,975,DELIVERED
69461435,27577,989,DELIVERED
69457516,9600,1729,DELIVERED
69460753,11756,4395,DELIVERED
69454237,7549,1007,DELIVERED
69461632,14346,5425,DELIVERED
69462222,19696,550,DELIVERED
69461272,23548,1714,DELIVERED
69460359,7896,234,DELIVERED
69461985,26910,1159,DELIVERED
69461499,23780,1426,DELIVERED
69463202,23900,1908,DELIVERED
69459945,26251,3303,DELIVERED
69463827,5037,1847,DELIVERED
69460626,664,3582,DELIVERED
69460152,24949,809,DELIVERED
69463343,511,5335,DELIVERED
69450999,26130,3868,DELIVERED
69459318,3364,833,DELIVERED
69458709,23399,2348,DELIVERED
69461869,19877,5330,DELIVERED
69461989,31055,1292,DELIVERED
69450584,,3340,CANCELLED
69455140,14701,2359,DELIVERED
69461990,22474,1783,DELIVERED
69457932,23523,5327,DELIVERED
69459866,8840,3120,DELIVERED
69463029,19271,2496,DELIVERED
69463479,526,4895,DELIVERED
69458509,2836,2257,DELIVERED
69461494,20223,1435,DELIVERED
69458911,29676,1888,DELIVERED
69450182,23670,5671,DELIVERED
69463878,26343,3590,DELIVERED
69463950,17457,3917,DELIVERED
69458392,20495,8710,DELIVERED
69463498,28169,3854,DELIVERED
69462661,6571,1144,DELIVERED
69458844,7773,2103,DELIVERED
69464775,5008,1176,DELIVERED
69461581,2837,2396,DELIVERED
69458430,18758,599,DELIVERED
69461981,17764,1185,DELIVERED
69463918,10023,4398,DELIVERED
69461534,22036,3857,DELIVERED
69463198,29454,999,DELIVERED
69460165,975,4224,DELIVERED
69458691,10831,1049,DELIVERED
69460103,17749,5081,DELIVERED
69460499,174,750,DELIVERED
69461142,6790,2921,DELIVERED
69459656,5269,2625,DELIVERED
69463451,6687,230,DELIVERED
69460952,31055,1014,DELIVERED
69460145,6657,2081,DELIVERED
69460193,4737,2116,DELIVERED
69458952,5447,2543,DELIVERED
69462030,25954,1549,DELIVERED
69343189,12663,2402,DELIVERED
69459792,30257,1535,DELIVERED
69457412,29557,5736,DELIVERED
69461535,358,3859,DELIVERED
69462033,12440,3893,DELIVERED
69463237,760,1646,DELIVERED
69467501,6987,512,DELIVERED
69449437,2836,3720,DELIVERED
69462596,17749,1542,DELIVERED
69463236,10682,2807,DELIVERED
69457463,20495,3558,DELIVERED
69463744,28180,3166,DELIVERED
69460023,12346,4601,DELIVERED
69462864,10824,1883,DELIVERED
69464770,10560,2212,DELIVERED
69462298,11063,4260,DELIVERED
69461277,10978,713,DELIVERED
69464592,20552,1021,DELIVERED
69459374,10024,1470,DELIVERED
69465574,464,1837,DELIVERED
69463547,25917,3827,DELIVERED
69460025,10019,1872,DELIVERED
69447662,7235,674,DELIVERED
69457069,19793,1402,DELIVERED
69463341,15537,2592,DELIVERED
69457170,2905,1353,DELIVERED
69463942,3863,1492,DELIVERED
69464389,19967,1590,DELIVERED
69463405,5232,618,DELIVERED
69463448,25954,3522,DELIVERED
69466204,26557,5547,DELIVERED
69464136,12079,878,DELIVERED
69465127,18178,2978,DELIVERED
69464545,5628,2257,DELIVERED
69465535,7249,894,DELIVERED
69465546,31642,3689,DELIVERED
69459048,583,939,DELIVERED
69466549,8855,259,DELIVERED
69466628,491,6345,DELIVERED
69463639,21923,1732,DELIVERED
69466787,26520,589,DELIVERED
69469635,21923,2037,DELIVERED
69463807,32046,1291,DELIVERED
69463504,12079,565,DELIVERED
69458042,3834,1327,DELIVERED
69466112,7313,4621,DELIVERED
69464252,491,3229,DELIVERED
69464922,23219,261,DELIVERED
69463199,202,1256,DELIVERED
69471659,25567,873,DELIVERED
69464982,29150,3747,DELIVERED
69461220,9584,212,DELIVERED
69467118,10636,4226,DELIVERED
69465474,2354,2038,DELIVERED
69460169,5232,638,DELIVERED
69470801,12724,1832,DELIVERED
69462908,8855,410,DELIVERED
69469486,15279,1383,DELIVERED
69465079,1015,2852,DELIVERED
69469560,7615,6683,DELIVERED
69467123,4381,2854,DELIVERED
69467915,731,1644,DELIVERED
69466547,27700,1441,DELIVERED
69465604,28755,6106,DELIVERED
69458833,11522,3854,DELIVERED
69467198,464,1877,DELIVERED
69467502,409,1453,DELIVERED
69466624,30158,1378,DELIVERED
69462121,726,474,DELIVERED
69465177,12544,2239,DELIVERED
69465909,7868,523,DELIVERED
69471551,3906,3298,DELIVERED
69463402,25989,4544,DELIVERED
69473598,7549,3787,DELIVERED
69469350,1032,3162,DELIVERED
69465916,759,2545,DELIVERED
69464986,10824,521,DELIVERED
69467364,15233,2906,DELIVERED
69461066,16307,977,DELIVERED
69445277,,6784,DELIVERED
69446451,10200,3543,DELIVERED
69471651,16712,295,DELIVERED
69439599,,4093,CANCELLED
69441060,,2118,CANCELLED
69469321,,4405,CANCELLED
69467052,5394,284,DELIVERED
69462957,16307,1864,DELIVERED
69467122,11756,3994,DELIVERED
69474036,10927,1543,DELIVERED
69470529,6144,3405,DELIVERED
69462753,29464,1536,DELIVERED
69466796,9182,643,DELIVERED
69466320,298,3182,DELIVERED
69470517,2061,554,DELIVERED
69469015,31126,2708,DELIVERED
69471240,16939,3798,DELIVERED
69471915,26785,4265,DELIVERED
69461106,976,1567,DELIVERED
69470400,1943,1978,DELIVERED
69476100,30854,3030,DELIVERED
69471293,29257,1470,DELIVERED
69458500,12132,4184,DELIVERED
69470390,23860,949,DELIVERED
69471826,8289,1571,DELIVERED
69467259,9663,528,DELIVERED
69461632,14346,5425,DELIVERED
69461216,13383,3252,DELIVERED
69469237,3478,1308,DELIVERED
69473114,20514,2225,DELIVERED
69467394,4737,4829,DELIVERED
69470878,19271,2477,DELIVERED
69465488,5403,2872,DELIVERED
69473144,13401,4433,DELIVERED
69469845,15120,3328,DELIVERED
69469383,16712,3603,DELIVERED
69465128,26986,4317,DELIVERED
69469776,6131,3000,DELIVERED
69472032,26467,3089,DELIVERED
69469287,23757,1306,DELIVERED
69467200,17035,4502,DELIVERED
69468427,5607,1685,DELIVERED
69470966,24088,1181,DELIVERED
69472594,14136,3291,DELIVERED
69470191,14136,4055,DELIVERED
69474351,25575,1304,DELIVERED
69464283,30854,598,DELIVERED
69466395,22115,1477,DELIVERED
69476044,4941,1316,DELIVERED
69478603,5274,3008,DELIVERED
69472808,5250,1606,DELIVERED
69464976,11753,201,DELIVERED
69474933,26075,2076,DELIVERED
69472843,31482,2957,DELIVERED
69475010,1203,629,DELIVERED
69470447,1203,1094,DELIVERED
69474158,11887,2055,DELIVERED
69475642,31639,1002,DELIVERED
69468993,19271,2458,DELIVERED
69472286,3364,602,DELIVERED
69473278,7396,3949,DELIVERED
69471976,6312,205,DELIVERED
69472872,12062,957,DELIVERED
69476541,25689,3206,DELIVERED
69472736,30759,2677,DELIVERED
69479101,23780,9714,DELIVERED
69468171,22198,4853,DELIVERED
69474936,13863,1406,DELIVERED
69479164,13453,3761,DELIVERED
69467636,3306,1696,DELIVERED
69474424,5555,688,DELIVERED
69472961,23792,3884,DELIVERED
69470802,9634,617,DELIVERED
69471569,5171,1636,DELIVERED
69476625,25801,1389,DELIVERED
69474073,,2052,CANCELLED
69476958,26805,2889,DELIVERED
69476190,7549,3141,DELIVERED
69470106,7850,3912,DELIVERED
69473525,6131,2380,DELIVERED
69422866,23603,1658,DELIVERED
69476047,18715,2701,DELIVERED
69475916,12440,4100,DELIVERED
69479835,8838,1589,DELIVERED
69476109,25951,4454,DELIVERED
69475836,27050,4007,DELIVERED
69480068,24584,3842,DELIVERED
69479923,5269,4560,DELIVERED
69477281,25798,1499,DELIVERED
69476155,11487,1226,DELIVERED
69474512,26506,4830,DELIVERED
69479979,23603,450,DELIVERED
69479068,7108,1958,DELIVERED
69476451,14805,3384,DELIVERED
69477424,6161,2535,DELIVERED
69476071,11172,786,DELIVERED
69477106,22036,5965,DELIVERED
69476045,9301,387,DELIVERED
69475223,29600,404,DELIVERED
69473659,1251,2096,DELIVERED
69472031,5349,2393,DELIVERED
69477386,5037,4383,DELIVERED
69476960,5232,243,DELIVERED
69480747,8182,1353,DELIVERED
69476867,5349,2473,DELIVERED
69475811,9584,1196,DELIVERED
69477621,8182,3870,DELIVERED
69478891,17249,819,DELIVERED
69477697,7235,2260,DELIVERED
69475904,5394,6974,DELIVERED
69466276,596,7571,DELIVERED
69476110,358,1241,DELIVERED
69477171,16739,2241,DELIVERED
69482324,7773,1720,DELIVERED
69478668,27312,1273,DELIVERED
69461535,511,3859,DELIVERED
69481770,7773,1528,DELIVERED
69478706,539,3302,DELIVERED
69477620,26557,2228,DELIVERED
69479326,12138,2670,DELIVERED
69477253,26511,1237,DELIVERED
69482886,27312,6539,DELIVERED
69477892,7249,3721,DELIVERED
69476539,8456,1959,DELIVERED
69473791,9231,583,DELIVERED
69482891,,4062,CANCELLED
69478633,7249,3972,DELIVERED
69479451,22428,3539,DELIVERED
69474176,,1812,DELIVERED
69472233,7615,1765,DELIVERED
69477698,27122,1636,DELIVERED
69477618,9663,1326,DELIVERED
69473370,7615,3716,DELIVERED
69477387,10066,511,DELIVERED
69478745,7615,1631,DELIVERED
69478555,539,4142,DELIVERED
69479961,31495,1300,DELIVERED
69480190,26609,1613,DELIVERED
69472320,15086,2218,DELIVERED
69477547,15061,1693,DELIVERED
69478595,8970,2058,DELIVERED
69481132,5364,460,DELIVERED
69478505,16496,2140,DELIVERED
69480425,16832,627,DELIVERED
69481736,13094,3926,DELIVERED
69483565,17477,3909,DELIVERED
69475764,464,3650,DELIVERED
69481466,26189,2037,DELIVERED
69480490,13117,1141,DELIVERED
69476278,18359,1998,DELIVERED
69481320,15218,1667,DELIVERED
69483024,5527,3806,DELIVERED
69459869,8840,1828,DELIVERED
69478645,12663,4914,DELIVERED
69481704,15218,963,DELIVERED
69481424,464,2784,DELIVERED
69481061,18178,1599,DELIVERED
69479765,10259,948,DELIVERED
69476043,446,975,DELIVERED
69470098,27857,1525,DELIVERED
69478881,25592,1110,DELIVERED
69480281,26130,1911,DELIVERED
69479129,20552,679,DELIVERED
69479069,410,1079,DELIVERED
69478878,2091,3093,DELIVERED
69482388,7258,576,DELIVERED
69482598,7258,402,DELIVERED
69478432,21755,3799,DELIVERED
69481891,409,1303,DELIVERED
69442926,13599,1528,DELIVERED
69477482,975,2310,DELIVERED
69478340,217,2303,DELIVERED
69485455,922,1273,DELIVERED
69478836,18178,1708,DELIVERED
69485179,760,2369,DELIVERED
69485039,922,542,DELIVERED
69482117,20495,1644,DELIVERED
69483471,7799,3984,DELIVERED
69484748,13074,3415,DELIVERED
69482369,26910,422,DELIVERED
69482784,2354,4822,DELIVERED
69446409,,5715,DELIVERED
69481734,14346,4871,DELIVERED
69481318,25021,1857,DELIVERED
69484239,7388,1593,DELIVERED
69483177,23784,218,DELIVERED
69485752,1482,1498,DELIVERED
69476909,29638,3219,DELIVERED
69487734,10927,1013,DELIVERED
69481426,3364,826,DELIVERED
69484112,10824,1515,DELIVERED
69481149,11545,1459,DELIVERED
69485682,25801,1196,DELIVERED
69483697,7235,1724,DELIVERED
69484241,8940,1204,DELIVERED
69483804,800,1211,DELIVERED
69483900,18820,3819,DELIVERED
69484114,13356,1494,DELIVERED
69486163,3906,2191,DELIVERED
69482734,4586,1212,DELIVERED
69455193,11162,1021,DELIVERED
69477185,13401,5672,DELIVERED
69482115,358,247,DELIVERED
69296080,9805,15236,DELIVERED
69322197,9805,17706,DELIVERED
69158057,574,12739,DELIVERED
69274843,574,10279,DELIVERED
69293360,574,4607,DELIVERED
69484638,22115,1263,DELIVERED
69484170,759,3580,DELIVERED
69483749,31642,1910,DELIVERED
69483903,2061,1915,DELIVERED
69486632,639,2065,DELIVERED
69482409,17035,2535,DELIVERED
69476625,24887,1389,DELIVERED
69482158,17989,2426,DELIVERED
69486215,17537,791,DELIVERED
69482995,902,6864,DELIVERED
69463448,25954,3522,DELIVERED
69490015,5785,1691,DELIVERED
69481785,24088,4594,DELIVERED
69491366,5232,825,DELIVERED
69487147,539,3069,DELIVERED
69490848,22423,2538,DELIVERED
69486977,20248,403,DELIVERED
69490046,30879,2854,DELIVERED
69483750,28880,1689,DELIVERED
69489754,26986,403,DELIVERED
69483583,27122,711,DELIVERED
69485506,10024,568,DELIVERED
69482963,32087,218,DELIVERED
69483172,26520,1743,DELIVERED
69477058,29454,916,DELIVERED
69487084,12724,874,DELIVERED
69485103,463,3211,DELIVERED
69485940,2837,2198,DELIVERED
69480129,26911,191,DELIVERED
69482854,5226,632,DELIVERED
69490987,581,1575,DELIVERED
69484891,3745,1856,DELIVERED
69491372,3745,3711,DELIVERED
69488724,32046,3509,DELIVERED
69487771,25592,2388,DELIVERED
69486868,16939,2321,DELIVERED
69484513,5037,2274,DELIVERED
69486350,3306,850,DELIVERED
69490834,31741,996,DELIVERED
69482852,3906,2356,DELIVERED
69486192,25798,3163,DELIVERED
69487887,15165,1061,DELIVERED
69476628,11522,7596,DELIVERED
69490014,22474,1088,DELIVERED
69491566,28409,1325,DELIVERED
69486845,27700,1797,DELIVERED
69488004,358,2127,DELIVERED
69487184,8289,1251,DELIVERED
69491321,26511,2547,DELIVERED
69484029,10824,512,DELIVERED
69489511,8434,2088,DELIVERED
69490614,10682,1667,DELIVERED
69486017,14059,627,DELIVERED
69485804,19969,3823,DELIVERED
69488720,12041,392,DELIVERED
69487779,29676,5632,DELIVERED
69486078,775,4613,DELIVERED
69477387,9634,511,DELIVERED
69491928,378,5860,DELIVERED
69486609,26511,1026,DELIVERED
69485977,16939,2205,DELIVERED
69491027,23587,3915,DELIVERED
69490759,217,3851,DELIVERED
69485043,11756,609,DELIVERED
69488051,726,1135,DELIVERED
69490462,18102,1753,DELIVERED
69478836,18178,1708,DELIVERED
69483580,5628,2063,DELIVERED
69489135,5226,1353,DELIVERED
69490956,12132,4879,DELIVERED
69493636,11753,4508,DELIVERED
69485556,6131,845,DELIVERED
69487569,18277,916,DELIVERED
69494624,24326,4610,DELIVERED
69477171,15086,2241,DELIVERED
69485651,27050,2767,DELIVERED
69485505,9996,452,DELIVERED
69492180,31126,3067,DELIVERED
69492076,31639,1374,DELIVERED
69492853,25409,2700,DELIVERED
69491651,11887,4868,DELIVERED
69487470,6161,643,DELIVERED
69490713,995,1103,DELIVERED
69490797,7456,1459,DELIVERED
69488822,3478,1507,DELIVERED
69484170,7767,3580,DELIVERED
69463448,25902,3522,DELIVERED
69486015,4468,955,DELIVERED
69489944,7767,2613,DELIVERED
69486538,9182,482,DELIVERED
69492942,23777,5720,DELIVERED
69490652,11756,277,DELIVERED
69451242,511,273,DELIVERED
69488823,976,929,DELIVERED
69490878,7953,387,DELIVERED
69486727,22711,4638,DELIVERED
69481132,24997,460,DELIVERED
69492787,1032,2281,DELIVERED
69491897,27711,1449,DELIVERED
69491899,4694,6940,DELIVERED
69492151,27122,1387,DELIVERED
69491494,726,542,DELIVERED
69494087,27711,2021,DELIVERED
69487270,19271,1053,DELIVERED
69493830,17322,593,DELIVERED
69495138,11545,2135,DELIVERED
69487615,16739,5112,DELIVERED
69493441,5403,1882,DELIVERED
69494005,20121,2450,DELIVERED
69490053,9182,330,DELIVERED
69490225,13599,945,DELIVERED
69493300,23523,1546,DELIVERED
69492618,10927,1928,DELIVERED
69495782,26481,1132,DELIVERED
69486389,24130,3806,DELIVERED
69493922,7235,2076,DELIVERED
69490761,23757,839,DELIVERED
69490760,358,763,DELIVERED
69489796,20500,2243,DELIVERED
69493784,16180,288,DELIVERED
69493193,7235,2076,DELIVERED
69495830,7615,4098,DELIVERED
69493913,17249,946,DELIVERED
69491862,11941,1331,DELIVERED
69494170,4790,2073,DELIVERED
69495454,26189,1871,DELIVERED
69492119,23670,1669,DELIVERED
69493381,23670,316,DELIVERED
69460746,18937,258,DELIVERED
69489513,3364,1079,DELIVERED
69499029,,396,CANCELLED
69498707,8182,2098,DELIVERED
69495970,17405,933,DELIVERED
69494173,28171,454,DELIVERED
69497555,21923,971,DELIVERED
69495043,23093,2078,DELIVERED
69498355,23093,3470,DELIVERED
69494722,9231,1156,DELIVERED
69496647,2091,4399,DELIVERED
69498410,8840,4192,DELIVERED
69478555,26233,4142,DELIVERED
69499011,23900,286,DELIVERED
69496086,13094,507,DELIVERED
69477185,13401,5672,DELIVERED
69498736,10066,313,DELIVERED
69493832,18359,4585,DELIVERED
69494750,10019,1454,DELIVERED
69496217,10066,566,DELIVERED
69497040,511,261,DELIVERED
69499003,5274,956,DELIVERED
69498597,3545,1099,DELIVERED
69500758,18820,253,DELIVERED
69497409,29271,5005,DELIVERED
69496834,358,3603,DELIVERED
69498287,511,1620,DELIVERED
69495001,12346,5859,DELIVERED
69481426,2836,826,DELIVERED
69499295,13117,531,DELIVERED
69460165,975,4224,DELIVERED
69496913,1251,2512,DELIVERED
69498854,2354,3520,DELIVERED
69500140,23219,1454,DELIVERED
69498731,4381,3193,DELIVERED
69496832,464,1637,DELIVERED
69500950,639,2230,DELIVERED
69500042,511,2546,DELIVERED
69497530,1032,270,DELIVERED
69499197,902,1812,DELIVERED
69495705,23399,2765,DELIVERED
69500455,19215,2054,DELIVERED
69461066,16307,977,DELIVERED
69495507,28836,1049,DELIVERED
69497487,3745,5070,DELIVERED
69476628,27312,7596,DELIVERED
69500032,23219,1032,DELIVERED
69500225,217,550,DELIVERED
69498632,975,1012,DELIVERED
69498252,11756,2062,DELIVERED
69500067,6131,1684,DELIVERED
69498916,27312,7707,DELIVERED
69501214,13074,2672,DELIVERED
69500755,28456,632,DELIVERED
69501378,26130,108,DELIVERED
69501696,5250,895,DELIVERED
69501226,9618,3828,DELIVERED
69495781,358,3185,DELIVERED
69501221,31482,4476,DELIVERED
69501075,28456,843,DELIVERED
69462157,9805,2563,DELIVERED
69503481,7552,2211,DELIVERED
69503119,26511,1959,DELIVERED
69500853,10019,1115,DELIVERED
69484169,,7016203,DELIVERED
69501493,27050,5489,DELIVERED
69501411,7896,2143,DELIVERED
69498563,15834,2749,DELIVERED
69501356,11487,2935,DELIVERED
69502628,3545,2767,DELIVERED
69501413,4790,3291,DELIVERED
69504406,4536,927,DELIVERED
69503680,2905,1358,DELIVERED
69503196,23603,371,DELIVERED
69504492,14805,3286,DELIVERED
69504873,2354,1995,DELIVERED
69505430,25158,1933,DELIVERED
69498916,3745,7707,DELIVERED
69504412,27050,4994,DELIVERED
69505642,378,4452,DELIVERED
69461527,,1445,CANCELLED
69508490,11522,1594,DELIVERED
69510031,3745,5629,DELIVERED
69509306,378,64,DELIVERED
69512358,378,3150,DELIVERED
69513262,14805,2164,DELIVERED
69515077,3745,2826,DELIVERED
69514784,11522,6741,DELIVERED
69513009,,6741,DELIVERED
69320460,,1376,DELIVERED
69296080,6952,15236,DELIVERED
69322197,6952,17706,DELIVERED
69541087,,633,CANCELLED
69121359,409,242,DELIVERED
69541101,5868,633,DELIVERED
69541179,17703,1111,DELIVERED
69541088,16923,1559,DELIVERED
69541081,13043,2372,DELIVERED
69540954,494,1430,DELIVERED
69542050,9517,1563,DELIVERED
69541168,18856,16041,DELIVERED
69487771,5528,2388,DELIVERED
69541498,1203,605,DELIVERED
69542049,975,2146,DELIVERED
69543282,1395,4112,DELIVERED
69543033,5403,3994,DELIVERED
69542316,17832,843,DELIVERED
69543055,7108,949,DELIVERED
69543189,9043,914,DELIVERED
69542958,12516,1507,DELIVERED
69543372,15050,2815,DELIVERED
69544085,4586,11840,DELIVERED
69541733,12041,2599,DELIVERED
69543800,12041,1526,DELIVERED
69543084,28341,2600,DELIVERED
69542323,22423,1113,DELIVERED
69540582,8986,1116,DELIVERED
69543661,11063,680,DELIVERED
69544595,11063,1503,DELIVERED
69374502,7716,5353,DELIVERED
69544596,30158,2395,DELIVERED
69545894,639,4688,DELIVERED
69540788,,21281,CANCELLED
69541293,11063,32853,DELIVERED
69546178,26805,2394,DELIVERED
69545829,5308,674,DELIVERED
69547774,27122,2413,DELIVERED
69545980,526,1898,DELIVERED
69546187,30449,2762,DELIVERED
69478856,,4992,DELIVERED
69476004,,4090,DELIVERED
69546004,18754,380,DELIVERED
69542210,2000,3374,DELIVERED
69546193,24949,1660,DELIVERED
69546456,26750,4339,DELIVERED
69545013,7313,2362,DELIVERED
69546924,4468,2931,DELIVERED
69546543,5171,2916,DELIVERED
69543291,26237,3780,DELIVERED
69548950,494,1880,DELIVERED
69546932,20387,1198,DELIVERED
69550129,494,1636,DELIVERED
69545820,15898,3308,DELIVERED
69546631,15528,946,DELIVERED
69550243,8840,2133,DELIVERED
69547911,10927,1005,DELIVERED
69540786,,2458,CANCELLED
69546144,9222,2674,DELIVERED
69548667,26274,4063,DELIVERED
69548972,27294,2632,DELIVERED
69548956,23274,3069,DELIVERED
69545824,11857,2239,DELIVERED
69548238,12148,1793,DELIVERED
69545819,6881,2245,DELIVERED
69550011,24379,3916,DELIVERED
69550271,24088,4458,DELIVERED
69550427,29038,1225,DELIVERED
69551457,7397,867,DELIVERED
69547127,23455,1887,DELIVERED
69553813,1943,1620,DELIVERED
69552877,13879,2417,DELIVERED
69547190,12516,4522,DELIVERED
69549843,10514,3280,DELIVERED
69554110,7033,5702,DELIVERED
69548928,3405,2957,DELIVERED
69550933,12975,2182,DELIVERED
69551986,20500,3711,DELIVERED
69554619,30561,8440,DELIVERED
69550158,6657,393,DELIVERED
69545594,313,2518,DELIVERED
69550330,15279,1383,DELIVERED
69549260,5364,1269,DELIVERED
69547324,23603,522,DELIVERED
69550694,31046,2296,DELIVERED
69545008,,6787,CANCELLED
69554398,8302,838,DELIVERED
69554081,13043,2603,DELIVERED
69553990,12663,1463,DELIVERED
69550217,11545,1933,DELIVERED
69554043,13356,1006,DELIVERED
69550726,11475,336,DELIVERED
69554764,24933,1172,DELIVERED
69553354,26510,1985,DELIVERED
69553147,26520,1962,DELIVERED
69554404,20552,2102,DELIVERED
69546978,5623,2522,DELIVERED
69555712,8970,469,DELIVERED
69550693,6687,958,DELIVERED
69548306,18033,1750,DELIVERED
69554172,2751,486,DELIVERED
69555713,12663,1300,DELIVERED
69545812,17989,2244,DELIVERED
69550125,26669,673,DELIVERED
69550659,5528,3630,DELIVERED
69554610,11063,3822,DELIVERED
69555601,7385,6326,DELIVERED
69554249,21768,576,DELIVERED
69556827,2703,4430,DELIVERED
69551477,9315,1683,DELIVERED
69550698,839,5731,DELIVERED
69550218,9315,919,DELIVERED
69553687,7773,835,DELIVERED
69553738,23900,952,DELIVERED
69553769,380,1977,DELIVERED
69555687,6755,3643,DELIVERED
69558073,380,2263,DELIVERED
69556566,26536,2440,DELIVERED
69556021,526,2166,DELIVERED
69549981,28456,988,DELIVERED
69552599,9043,3236,DELIVERED
69555823,31950,2361,DELIVERED
69553401,12062,1342,DELIVERED
69552655,11545,530,DELIVERED
69553399,14792,2550,DELIVERED
69559191,26010,1857,DELIVERED
